Country,Year,Continent,Index Name,Rate
United Kingdom,2018,Europe,Safety Index,58.8
Portugal,2018,Europe,Safety Index,65.46
France,2018,Europe,Safety Index,54.71
Belgium,2018,Europe,Safety Index,57.83
United Arab Emirates,2018,Asia,Safety Index,81.25
Ireland,2018,Europe,Safety Index,56.18
Taiwan,2018,Asia,Safety Index,79.26
Croatia,2018,Europe,Safety Index,73
Czech Republic,2018,Europe,Safety Index,71.19
Qatar,2018,Asia,Safety Index,84.3
South Korea,2018,Asia,Safety Index,64.17
Slovakia,2018,Europe,Safety Index,69.85
Israel,2018,Asia,Safety Index,63.1
Singapore,2018,Asia,Safety Index,83.77
Saudi Arabia,2018,Asia,Safety Index,63.31
Lithuania,2018,Europe,Safety Index,62.41
Poland,2018,Europe,Safety Index,63.77
Italy,2018,Europe,Safety Index,55.47
Romania,2018,Europe,Safety Index,70.96
South Africa,2018,Africa,Safety Index,24.29
Greece,2018,Europe,Safety Index,60.93
Hungary,2018,Europe,Safety Index,63.49
Argentina,2018,Americas,Safety Index,38.21
Bulgaria,2018,Europe,Safety Index,60.3
Bosnia And Herzegovina,2018,Europe,Safety Index,59.95
Turkey,2018,Asia,Safety Index,58.94
Mexico,2018,Americas,Safety Index,48.95
Serbia,2018,Europe,Safety Index,62.24
Chile,2018,Americas,Safety Index,53.52
India,2018,Asia,Safety Index,55.84
Malaysia,2018,Asia,Safety Index,36.95
Indonesia,2018,Asia,Safety Index,55.28
Colombia,2018,Americas,Safety Index,49.34
Hong Kong,2018,Asia,Safety Index,79.1
Russian Federation,2018,Europe,Safety Index,54.8
Thailand,2018,Asia,Safety Index,52.75
Pakistan,2018,Asia,Safety Index,48.77
Brazil,2018,Americas,Safety Index,29.45
China,2018,Asia,Safety Index,60.56
Philippines,2018,Asia,Safety Index,59.87
Ukraine,2018,Europe,Safety Index,50.61
Iran,2018,Asia,Safety Index,50.6
Egypt,2018,Africa,Safety Index,46.28
Vietnam,2018,Asia,Safety Index,47.78
Austria,2017,Europe,Safety Index,80.75
Germany,2017,Europe,Safety Index,67.97
Denmark,2017,Europe,Safety Index,78.87
New Zealand,2017,Oceania,Safety Index,61.22
Spain,2017,Europe,Safety Index,68.72
Finland,2017,Europe,Safety Index,75.37
United States of America,2017,Americas,Safety Index,51.24
Portugal,2017,Europe,Safety Index,64.61
Australia,2017,Oceania,Safety Index,57.58
Slovenia,2017,Europe,Safety Index,75.95
Netherlands,2017,Europe,Safety Index,70.11
Switzerland,2017,Europe,Safety Index,77.55
United Kingdom,2017,Europe,Safety Index,58.81
Sweden,2017,Europe,Safety Index,53.35
Estonia,2017,Europe,Safety Index,77
Croatia,2017,Europe,Safety Index,72.2
Canada,2017,Americas,Safety Index,60.75
Ireland,2017,Europe,Safety Index,54.23
Cyprus,2017,Asia,Safety Index,67.54
Norway,2017,Europe,Safety Index,54.31
Czech Republic,2017,Europe,Safety Index,69.82
South Korea,2017,Asia,Safety Index,74.73
Belgium,2017,Europe,Safety Index,55.49
France,2017,Europe,Safety Index,56.34
Israel,2017,Asia,Safety Index,70.99
Slovakia,2017,Europe,Safety Index,69.82
Poland,2017,Europe,Safety Index,68.47
Taiwan,2017,Asia,Safety Index,82.76
Greece,2017,Europe,Safety Index,59.68
Japan,2017,Asia,Safety Index,79.11
Saudi Arabia,2017,Asia,Safety Index,76.35
South Africa,2017,Africa,Safety Index,24.28
Romania,2017,Europe,Safety Index,72.05
Italy,2017,Europe,Safety Index,55.34
Argentina,2017,Americas,Safety Index,37.37
United Arab Emirates,2017,Asia,Safety Index,79.34
Bosnia And Herzegovina,2017,Europe,Safety Index,59.03
Hungary,2017,Europe,Safety Index,61.61
Bulgaria,2017,Europe,Safety Index,59.82
Chile,2017,Americas,Safety Index,52.5
Serbia,2017,Europe,Safety Index,61.38
Qatar,2017,Asia,Safety Index,84.3
Lithuania,2017,Europe,Safety Index,59.97
Turkey,2017,Asia,Safety Index,58.91
Mexico,2017,Americas,Safety Index,49.68
Belarus,2017,Europe,Safety Index,77.74
Jordan,2017,Asia,Safety Index,56.86
North Macedonia,2017,Europe,Safety Index,61.34
Colombia,2017,Americas,Safety Index,48.31
Lebanon,2017,Asia,Safety Index,50.84
India,2017,Asia,Safety Index,56.04
Iran,2017,Asia,Safety Index,49.1
Brazil,2017,Americas,Safety Index,29.38
Hong Kong,2017,Asia,Safety Index,79.32
Pakistan,2017,Asia,Safety Index,45.62
Egypt,2017,Africa,Safety Index,47.14
China,2017,Asia,Safety Index,66.1
Sri Lanka,2017,Asia,Safety Index,65.43
Ukraine,2017,Europe,Safety Index,48.73
Singapore,2017,Asia,Safety Index,83.42
Russian Federation,2017,Europe,Safety Index,53.95
Indonesia,2017,Asia,Safety Index,50.32
Thailand,2017,Asia,Safety Index,50.22
Philippines,2017,Asia,Safety Index,60.23
Malaysia,2017,Asia,Safety Index,35.25
Vietnam,2017,Asia,Safety Index,47.04
Venezuela,2017,Americas,Safety Index,14.72
Switzerland,2016,Europe,Safety Index,74.27
Denmark,2016,Europe,Safety Index,74.33
New Zealand,2016,Oceania,Safety Index,63.63
Germany,2016,Europe,Safety Index,67.05
Australia,2016,Oceania,Safety Index,56.88
Austria,2016,Europe,Safety Index,75.94
Netherlands,2016,Europe,Safety Index,68.53
Norway,2016,Europe,Safety Index,69.89
Spain,2016,Europe,Safety Index,68.23
Sweden,2016,Europe,Safety Index,56.88
Finland,2016,Europe,Safety Index,71.88
United States of America,2016,Americas,Safety Index,51.13
Portugal,2016,Europe,Safety Index,64.87
United Kingdom,2016,Europe,Safety Index,56.87
Canada,2016,Americas,Safety Index,60.8
Japan,2016,Asia,Safety Index,80.66
Slovenia,2016,Europe,Safety Index,73.73
France,2016,Europe,Safety Index,55.94
Croatia,2016,Europe,Safety Index,70.49
Ireland,2016,Europe,Safety Index,51.61
South Korea,2016,Asia,Safety Index,85.69
Czech Republic,2016,Europe,Safety Index,67.94
Israel,2016,Asia,Safety Index,69.37
Greece,2016,Europe,Safety Index,61.54
Belgium,2016,Europe,Safety Index,54.81
Italy,2016,Europe,Safety Index,53.78
Saudi Arabia,2016,Asia,Safety Index,74.8
South Africa,2016,Africa,Safety Index,21.57
Poland,2016,Europe,Safety Index,68.59
Chile,2016,Americas,Safety Index,58
Bosnia And Herzegovina,2016,Europe,Safety Index,57.54
Romania,2016,Europe,Safety Index,70.28
United Arab Emirates,2016,Asia,Safety Index,76.92
Bulgaria,2016,Europe,Safety Index,58.58
Hungary,2016,Europe,Safety Index,58.07
Argentina,2016,Americas,Safety Index,36.72
Serbia,2016,Europe,Safety Index,56.72
Turkey,2016,Asia,Safety Index,60.57
Mexico,2016,Americas,Safety Index,49.2
Lithuania,2016,Europe,Safety Index,56.85
Colombia,2016,Americas,Safety Index,51.49
North Macedonia,2016,Europe,Safety Index,61.98
India,2016,Asia,Safety Index,53.41
Hong Kong,2016,Asia,Safety Index,79.15
Brazil,2016,Americas,Safety Index,28.77
China,2016,Asia,Safety Index,67.92
Iran,2016,Asia,Safety Index,47.63
Pakistan,2016,Asia,Safety Index,43.37
Singapore,2016,Asia,Safety Index,84.19
Egypt,2016,Africa,Safety Index,43.47
Russian Federation,2016,Europe,Safety Index,52.69
Ukraine,2016,Europe,Safety Index,51.38
Indonesia,2016,Asia,Safety Index,53.03
Philippines,2016,Asia,Safety Index,62.39
Thailand,2016,Asia,Safety Index,57.44
Malaysia,2016,Asia,Safety Index,31.45
Switzerland,2015,Europe,Safety Index,73.23
Germany,2015,Europe,Safety Index,71.51
Sweden,2015,Europe,Safety Index,57.91
United States of America,2015,Americas,Safety Index,49.99
Finland,2015,Europe,Safety Index,70.45
Denmark,2015,Europe,Safety Index,74.29
Austria,2015,Europe,Safety Index,73.75
Australia,2015,Oceania,Safety Index,57.84
Canada,2015,Americas,Safety Index,62.54
New Zealand,2015,Oceania,Safety Index,60.24
Norway,2015,Europe,Safety Index,68.81
Saudi Arabia,2015,Asia,Safety Index,65.43
Japan,2015,Asia,Safety Index,79.76
Netherlands,2015,Europe,Safety Index,64.59
Turkmenistan,2015,Asia,Safety Index,82.14
United Kingdom,2015,Europe,Safety Index,57.99
Cyprus,2015,Asia,Safety Index,68.44
United Arab Emirates,2015,Asia,Safety Index,77.78
Ireland,2015,Europe,Safety Index,50.93
Qatar,2015,Asia,Safety Index,78.96
Estonia,2015,Europe,Safety Index,71.87
France,2015,Europe,Safety Index,50.29
Belgium,2015,Europe,Safety Index,57.96
Spain,2015,Europe,Safety Index,66.15
Slovenia,2015,Europe,Safety Index,71.29
Portugal,2015,Europe,Safety Index,64.16
Czech Republic,2015,Europe,Safety Index,67.11
Puerto Rico,2015,Americas,Safety Index,32.94
Kuwait,2015,Asia,Safety Index,56.49
Israel,2015,Asia,Safety Index,69.6
South Korea,2015,Asia,Safety Index,82.01
Lithuania,2015,Europe,Safety Index,63.31
Croatia,2015,Europe,Safety Index,70.66
Singapore,2015,Asia,Safety Index,82.41
South Africa,2015,Africa,Safety Index,21.56
Poland,2015,Europe,Safety Index,67.01
Slovakia,2015,Europe,Safety Index,66.66
Italy,2015,Europe,Safety Index,52.5
Latvia,2015,Europe,Safety Index,62.78
Greece,2015,Europe,Safety Index,58.65
Hungary,2015,Europe,Safety Index,58.24
Uruguay,2015,Americas,Safety Index,52.83
Taiwan,2015,Asia,Safety Index,78.12
Panama,2015,Americas,Safety Index,49.92
Malaysia,2015,Asia,Safety Index,30.03
Mexico,2015,Americas,Safety Index,46.16
Bahrain,2015,Asia,Safety Index,60.03
Romania,2015,Europe,Safety Index,70.28
Hong Kong,2015,Asia,Safety Index,80.76
Turkey,2015,Asia,Safety Index,63.6
India,2015,Asia,Safety Index,53.45
Argentina,2015,Americas,Safety Index,37.6
Bosnia And Herzegovina,2015,Europe,Safety Index,54.18
Belarus,2015,Europe,Safety Index,69.5
Bulgaria,2015,Europe,Safety Index,56.55
Chile,2015,Americas,Safety Index,54.99
Georgia,2015,Asia,Safety Index,77.99
Serbia,2015,Europe,Safety Index,56.57
Sri Lanka,2015,Asia,Safety Index,50.04
Armenia,2015,Asia,Safety Index,70.86
Colombia,2015,Americas,Safety Index,43.12
Thailand,2015,Asia,Safety Index,62.94
Kazakhstan,2015,Asia,Safety Index,53.32
Ecuador,2015,Americas,Safety Index,45.96
Dominican Republic,2015,Americas,Safety Index,32.28
Jordan,2015,Asia,Safety Index,54.49
Philippines,2015,Asia,Safety Index,56.89
Lebanon,2015,Asia,Safety Index,48.02
Brazil,2015,Americas,Safety Index,31.05
North Macedonia,2015,Europe,Safety Index,63.94
Russian Federation,2015,Europe,Safety Index,48.67
Indonesia,2015,Asia,Safety Index,52.78
Pakistan,2015,Asia,Safety Index,38.84
Ukraine,2015,Europe,Safety Index,50.64
China,2015,Asia,Safety Index,58.25
Kenya,2015,Africa,Safety Index,27.39
Nigeria,2015,Africa,Safety Index,23.4
Iran,2015,Asia,Safety Index,49.1
Cambodia,2015,Asia,Safety Index,55.94
Bangladesh,2015,Asia,Safety Index,35.75
Egypt,2015,Africa,Safety Index,39.86
Vietnam,2015,Asia,Safety Index,47.71
Mongolia,2015,Asia,Safety Index,29.75
Venezuela,2015,Americas,Safety Index,15.93
Switzerland,2014,Europe,Safety Index,68.21
United States of America,2014,Americas,Safety Index,49.85
Germany,2014,Europe,Safety Index,72.86
Sweden,2014,Europe,Safety Index,61.72
Finland,2014,Europe,Safety Index,70.84
Denmark,2014,Europe,Safety Index,70.73
Canada,2014,Americas,Safety Index,63.71
Australia,2014,Oceania,Safety Index,58.77
United Arab Emirates,2014,Asia,Safety Index,79.21
Austria,2014,Europe,Safety Index,74.17
New Zealand,2014,Oceania,Safety Index,57.15
Japan,2014,Asia,Safety Index,81.9
Norway,2014,Europe,Safety Index,66.27
Netherlands,2014,Europe,Safety Index,62.93
United Kingdom,2014,Europe,Safety Index,57.38
Estonia,2014,Europe,Safety Index,70.93
Ireland,2014,Europe,Safety Index,46.41
Kuwait,2014,Asia,Safety Index,63.56
Saudi Arabia,2014,Asia,Safety Index,70.62
France,2014,Europe,Safety Index,52.72
Belgium,2014,Europe,Safety Index,58.47
Slovenia,2014,Europe,Safety Index,66.79
Portugal,2014,Europe,Safety Index,64.94
Puerto Rico,2014,Americas,Safety Index,40.7
Spain,2014,Europe,Safety Index,67.58
Czech Republic,2014,Europe,Safety Index,66.12
Lithuania,2014,Europe,Safety Index,65.29
South Korea,2014,Asia,Safety Index,83.65
Taiwan,2014,Asia,Safety Index,78.53
South Africa,2014,Africa,Safety Index,21.47
Slovakia,2014,Europe,Safety Index,67.28
Croatia,2014,Europe,Safety Index,71.1
Poland,2014,Europe,Safety Index,62.47
Uruguay,2014,Americas,Safety Index,53.36
Israel,2014,Asia,Safety Index,66.72
Italy,2014,Europe,Safety Index,54.41
Malaysia,2014,Asia,Safety Index,33.59
Singapore,2014,Asia,Safety Index,78.65
Mexico,2014,Americas,Safety Index,47.54
Hungary,2014,Europe,Safety Index,62.48
Argentina,2014,Americas,Safety Index,42.52
India,2014,Asia,Safety Index,56.3
Greece,2014,Europe,Safety Index,56.95
Bosnia And Herzegovina,2014,Europe,Safety Index,55.02
Belarus,2014,Europe,Safety Index,67.11
Hong Kong,2014,Asia,Safety Index,77.32
Chile,2014,Americas,Safety Index,52.91
Serbia,2014,Europe,Safety Index,60.72
Turkey,2014,Asia,Safety Index,60.05
Romania,2014,Europe,Safety Index,71.27
Bulgaria,2014,Europe,Safety Index,59.98
Thailand,2014,Asia,Safety Index,62.44
Ecuador,2014,Americas,Safety Index,40.03
Kazakhstan,2014,Asia,Safety Index,50.59
Jordan,2014,Asia,Safety Index,52.42
Brazil,2014,Americas,Safety Index,33
Colombia,2014,Americas,Safety Index,41.46
China,2014,Asia,Safety Index,69.87
Philippines,2014,Asia,Safety Index,58.1
Pakistan,2014,Asia,Safety Index,36.25
Ukraine,2014,Europe,Safety Index,50.63
Indonesia,2014,Asia,Safety Index,53.33
Lebanon,2014,Asia,Safety Index,49.9
Russian Federation,2014,Europe,Safety Index,47.33
Egypt,2014,Africa,Safety Index,47.57
Iran,2014,Asia,Safety Index,44.99
Mongolia,2014,Asia,Safety Index,33.77
Venezuela,2014,Americas,Safety Index,18.5
Switzerland,2013,Europe,Safety Index,72.42
Germany,2013,Europe,Safety Index,76.14
United States of America,2013,Americas,Safety Index,46.56
Sweden,2013,Europe,Safety Index,68.19
Canada,2013,Americas,Safety Index,65.02
United Arab Emirates,2013,Asia,Safety Index,81.99
Denmark,2013,Europe,Safety Index,69.26
Norway,2013,Europe,Safety Index,74.39
Qatar,2013,Asia,Safety Index,73.83
Austria,2013,Europe,Safety Index,69.56
Finland,2013,Europe,Safety Index,67.31
Australia,2013,Oceania,Safety Index,55.56
New Zealand,2013,Oceania,Safety Index,58.21
Netherlands,2013,Europe,Safety Index,62.47
Japan,2013,Asia,Safety Index,86.89
Estonia,2013,Europe,Safety Index,75.77
France,2013,Europe,Safety Index,48.87
Ireland,2013,Europe,Safety Index,55.05
United Kingdom,2013,Europe,Safety Index,60.22
Belgium,2013,Europe,Safety Index,57.05
Spain,2013,Europe,Safety Index,65.88
Saudi Arabia,2013,Asia,Safety Index,68.26
South Korea,2013,Asia,Safety Index,82.6
Slovenia,2013,Europe,Safety Index,70.4
South Africa,2013,Africa,Safety Index,23.32
Czech Republic,2013,Europe,Safety Index,65.88
Taiwan,2013,Asia,Safety Index,83.74
Portugal,2013,Europe,Safety Index,65.04
Puerto Rico,2013,Americas,Safety Index,29.47
Slovakia,2013,Europe,Safety Index,64.84
Lithuania,2013,Europe,Safety Index,65.39
Israel,2013,Asia,Safety Index,51.74
Hong Kong,2013,Asia,Safety Index,83.43
Poland,2013,Europe,Safety Index,61.07
Croatia,2013,Europe,Safety Index,67.75
Mexico,2013,Americas,Safety Index,43.77
Italy,2013,Europe,Safety Index,50.54
Panama,2013,Americas,Safety Index,51.54
Hungary,2013,Europe,Safety Index,66.28
Malaysia,2013,Asia,Safety Index,32.25
Uruguay,2013,Americas,Safety Index,55.03
Turkey,2013,Asia,Safety Index,64.8
India,2013,Asia,Safety Index,57.88
Chile,2013,Americas,Safety Index,59.72
Argentina,2013,Americas,Safety Index,40.71
Bosnia And Herzegovina,2013,Europe,Safety Index,56.74
Singapore,2013,Asia,Safety Index,80.02
Serbia,2013,Europe,Safety Index,58.77
Romania,2013,Europe,Safety Index,69.98
Greece,2013,Europe,Safety Index,50.24
Thailand,2013,Asia,Safety Index,59.47
Bulgaria,2013,Europe,Safety Index,58.53
Brazil,2013,Americas,Safety Index,37.38
Ecuador,2013,Americas,Safety Index,40.26
Georgia,2013,Asia,Safety Index,80.43
Colombia,2013,Americas,Safety Index,45.84
Ukraine,2013,Europe,Safety Index,51.05
China,2013,Asia,Safety Index,73.13
Philippines,2013,Asia,Safety Index,45.06
Russian Federation,2013,Europe,Safety Index,47.61
Mongolia,2013,Asia,Safety Index,53.13
Lebanon,2013,Asia,Safety Index,52.69
Pakistan,2013,Asia,Safety Index,38.48
Egypt,2013,Africa,Safety Index,51.33
Iran,2013,Asia,Safety Index,43.85
Indonesia,2013,Asia,Safety Index,59.51
Venezuela,2013,Americas,Safety Index,14.3
Switzerland,2012,Europe,Safety Index,74.22
Germany,2012,Europe,Safety Index,78.8
Norway,2012,Europe,Safety Index,80.93
United Arab Emirates,2012,Asia,Safety Index,64.05
New Zealand,2012,Oceania,Safety Index,53.19
Sweden,2012,Europe,Safety Index,63.76
Canada,2012,Americas,Safety Index,60.18
Denmark,2012,Europe,Safety Index,54.69
Australia,2012,Oceania,Safety Index,59.38
Austria,2012,Europe,Safety Index,55.92
Netherlands,2012,Europe,Safety Index,71.6
United States of America,2012,Americas,Safety Index,35.07
Japan,2012,Asia,Safety Index,94.25
Ireland,2012,Europe,Safety Index,53.93
Slovenia,2012,Europe,Safety Index,64.29
France,2012,Europe,Safety Index,55.24
Israel,2012,Asia,Safety Index,59.22
United Kingdom,2012,Europe,Safety Index,53.96
Portugal,2012,Europe,Safety Index,59.36
Spain,2012,Europe,Safety Index,67.04
Belgium,2012,Europe,Safety Index,59.38
Croatia,2012,Europe,Safety Index,67.58
Czech Republic,2012,Europe,Safety Index,63.41
Singapore,2012,Asia,Safety Index,79.79
South Africa,2012,Africa,Safety Index,21.88
Saudi Arabia,2012,Asia,Safety Index,67.52
Turkey,2012,Asia,Safety Index,73.62
Malaysia,2012,Asia,Safety Index,29.12
Poland,2012,Europe,Safety Index,61.3
Mexico,2012,Americas,Safety Index,37.46
Italy,2012,Europe,Safety Index,43.33
Hungary,2012,Europe,Safety Index,69.53
India,2012,Asia,Safety Index,54.36
Indonesia,2012,Asia,Safety Index,76.13
Serbia,2012,Europe,Safety Index,71.3
Argentina,2012,Americas,Safety Index,51.62
Bulgaria,2012,Europe,Safety Index,58.63
Bosnia And Herzegovina,2012,Europe,Safety Index,59.69
Romania,2012,Europe,Safety Index,70.41
Thailand,2012,Asia,Safety Index,60.33
Colombia,2012,Americas,Safety Index,52.79
Greece,2012,Europe,Safety Index,47.97
Chile,2012,Americas,Safety Index,43.65
Brazil,2012,Americas,Safety Index,40.74
Pakistan,2012,Asia,Safety Index,41.29
Philippines,2012,Asia,Safety Index,46.91
Russian Federation,2012,Europe,Safety Index,49.43
Ukraine,2012,Europe,Safety Index,44.61
Egypt,2012,Africa,Safety Index,55.69
Iran,2012,Asia,Safety Index,48.14
China,2012,Asia,Safety Index,55.53
Switzerland,2022,Europe,Traffic Commute Time Index,28.37
Denmark,2022,Europe,Traffic Commute Time Index,28.41
Netherlands,2022,Europe,Traffic Commute Time Index,26.63
Australia,2022,Oceania,Traffic Commute Time Index,34.68
Finland,2022,Europe,Traffic Commute Time Index,27.58
Iceland,2022,Europe,Traffic Commute Time Index,19.96
Norway,2022,Europe,Traffic Commute Time Index,26.87
Germany,2022,Europe,Traffic Commute Time Index,31.14
Austria,2022,Europe,Traffic Commute Time Index,25.38
New Zealand,2022,Oceania,Traffic Commute Time Index,30.73
United Arab Emirates,2022,Asia,Traffic Commute Time Index,36.1
Estonia,2022,Europe,Traffic Commute Time Index,23.97
Luxembourg,2022,Europe,Traffic Commute Time Index,31.66
Sweden,2022,Europe,Traffic Commute Time Index,29.42
Spain,2022,Europe,Traffic Commute Time Index,29.2
Japan,2022,Asia,Traffic Commute Time Index,40.65
Oman,2022,Asia,Traffic Commute Time Index,22.63
Slovenia,2022,Europe,Traffic Commute Time Index,26.32
United States of America,2022,Americas,Traffic Commute Time Index,32.88
United Kingdom,2022,Europe,Traffic Commute Time Index,34.43
Czech Republic,2022,Europe,Traffic Commute Time Index,29.37
Canada,2022,Americas,Traffic Commute Time Index,33.56
Lithuania,2022,Europe,Traffic Commute Time Index,25.31
Croatia,2022,Europe,Traffic Commute Time Index,26.74
Portugal,2022,Europe,Traffic Commute Time Index,29.64
Belgium,2022,Europe,Traffic Commute Time Index,36.36
Qatar,2022,Asia,Traffic Commute Time Index,29.96
Singapore,2022,Asia,Traffic Commute Time Index,41.19
France,2022,Europe,Traffic Commute Time Index,34.67
Latvia,2022,Europe,Traffic Commute Time Index,30.25
Ireland,2022,Europe,Traffic Commute Time Index,37.91
Slovakia,2022,Europe,Traffic Commute Time Index,28.1
Saudi Arabia,2022,Asia,Traffic Commute Time Index,29.04
Cyprus,2022,Asia,Traffic Commute Time Index,23.14
Israel,2022,Asia,Traffic Commute Time Index,36.4
Taiwan,2022,Asia,Traffic Commute Time Index,31.68
Italy,2022,Europe,Traffic Commute Time Index,33.61
South Africa,2022,Africa,Traffic Commute Time Index,39.18
Hungary,2022,Europe,Traffic Commute Time Index,35.61
Poland,2022,Europe,Traffic Commute Time Index,32.32
Puerto Rico,2022,Americas,Traffic Commute Time Index,34.85
Romania,2022,Europe,Traffic Commute Time Index,33.38
South Korea,2022,Asia,Traffic Commute Time Index,39.65
Bosnia And Herzegovina,2022,Europe,Traffic Commute Time Index,26.22
Bulgaria,2022,Europe,Traffic Commute Time Index,29.01
Greece,2022,Europe,Traffic Commute Time Index,33.68
Mexico,2022,Americas,Traffic Commute Time Index,39.15
India,2022,Asia,Traffic Commute Time Index,46.4
Costa Rica,2022,Americas,Traffic Commute Time Index,60.19
Uruguay,2022,Americas,Traffic Commute Time Index,37.31
Malaysia,2022,Asia,Traffic Commute Time Index,37.22
Serbia,2022,Europe,Traffic Commute Time Index,31.02
Ecuador,2022,Americas,Traffic Commute Time Index,37.88
Turkey,2022,Asia,Traffic Commute Time Index,44.01
Georgia,2022,Asia,Traffic Commute Time Index,35.59
Kuwait,2022,Asia,Traffic Commute Time Index,33.37
Tunisia,2022,Africa,Traffic Commute Time Index,32.51
Panama,2022,Americas,Traffic Commute Time Index,36.66
Jordan,2022,Asia,Traffic Commute Time Index,41.23
Ukraine,2022,Europe,Traffic Commute Time Index,37.87
Argentina,2022,Americas,Traffic Commute Time Index,43.39
North Macedonia,2022,Europe,Traffic Commute Time Index,25.98
Belarus,2022,Europe,Traffic Commute Time Index,29.86
Azerbaijan,2022,Asia,Traffic Commute Time Index,39.64
Morocco,2022,Africa,Traffic Commute Time Index,36.88
Malta,2022,Europe,Traffic Commute Time Index,30.02
Brazil,2022,Americas,Traffic Commute Time Index,41.11
Hong Kong,2022,Asia,Traffic Commute Time Index,42.86
Russian Federation,2022,Europe,Traffic Commute Time Index,44.1
Pakistan,2022,Asia,Traffic Commute Time Index,38.22
Colombia,2022,Americas,Traffic Commute Time Index,47.9
Chile,2022,Americas,Traffic Commute Time Index,35.79
Thailand,2022,Asia,Traffic Commute Time Index,39.07
Lebanon,2022,Asia,Traffic Commute Time Index,38.69
Indonesia,2022,Asia,Traffic Commute Time Index,43.38
Kazakhstan,2022,Asia,Traffic Commute Time Index,34.73
China,2022,Asia,Traffic Commute Time Index,39.51
Egypt,2022,Africa,Traffic Commute Time Index,48.29
Kenya,2022,Africa,Traffic Commute Time Index,52.13
Vietnam,2022,Asia,Traffic Commute Time Index,29.68
Philippines,2022,Asia,Traffic Commute Time Index,42.88
Peru,2022,Americas,Traffic Commute Time Index,49.6
Venezuela,2022,Americas,Traffic Commute Time Index,33.14
Iran,2022,Asia,Traffic Commute Time Index,46.72
Sri Lanka,2022,Asia,Traffic Commute Time Index,56.89
Bangladesh,2022,Asia,Traffic Commute Time Index,57.51
Nigeria,2022,Africa,Traffic Commute Time Index,63.39
Switzerland,2021,Europe,Traffic Commute Time Index,28.73
Denmark,2021,Europe,Traffic Commute Time Index,28.69
Netherlands,2021,Europe,Traffic Commute Time Index,27.81
Finland,2021,Europe,Traffic Commute Time Index,28.96
Austria,2021,Europe,Traffic Commute Time Index,25.68
Australia,2021,Oceania,Traffic Commute Time Index,35.04
Iceland,2021,Europe,Traffic Commute Time Index,19.98
Germany,2021,Europe,Traffic Commute Time Index,31.36
New Zealand,2021,Oceania,Traffic Commute Time Index,30.7
Norway,2021,Europe,Traffic Commute Time Index,26.87
Estonia,2021,Europe,Traffic Commute Time Index,24.72
Oman,2021,Asia,Traffic Commute Time Index,23.02
Sweden,2021,Europe,Traffic Commute Time Index,29.89
Slovenia,2021,Europe,Traffic Commute Time Index,26.79
United States of America,2021,Americas,Traffic Commute Time Index,32.89
Spain,2021,Europe,Traffic Commute Time Index,29.38
Japan,2021,Asia,Traffic Commute Time Index,39.85
Portugal,2021,Europe,Traffic Commute Time Index,29.64
Lithuania,2021,Europe,Traffic Commute Time Index,25.67
Canada,2021,Americas,Traffic Commute Time Index,33.72
United Kingdom,2021,Europe,Traffic Commute Time Index,34.44
Czech Republic,2021,Europe,Traffic Commute Time Index,29.72
Croatia,2021,Europe,Traffic Commute Time Index,28.13
United Arab Emirates,2021,Asia,Traffic Commute Time Index,36.31
Qatar,2021,Asia,Traffic Commute Time Index,30.45
Belgium,2021,Europe,Traffic Commute Time Index,36.24
Ireland,2021,Europe,Traffic Commute Time Index,37.7
France,2021,Europe,Traffic Commute Time Index,34.53
Slovakia,2021,Europe,Traffic Commute Time Index,27.81
Latvia,2021,Europe,Traffic Commute Time Index,31.16
Saudi Arabia,2021,Asia,Traffic Commute Time Index,28.45
Israel,2021,Asia,Traffic Commute Time Index,35.76
Cyprus,2021,Asia,Traffic Commute Time Index,23.44
Singapore,2021,Asia,Traffic Commute Time Index,41.19
Taiwan,2021,Asia,Traffic Commute Time Index,31.28
Italy,2021,Europe,Traffic Commute Time Index,34.17
Hungary,2021,Europe,Traffic Commute Time Index,35.81
Poland,2021,Europe,Traffic Commute Time Index,31.34
South Africa,2021,Africa,Traffic Commute Time Index,39.3
Romania,2021,Europe,Traffic Commute Time Index,34.13
Puerto Rico,2021,Americas,Traffic Commute Time Index,34.16
South Korea,2021,Asia,Traffic Commute Time Index,39.88
Greece,2021,Europe,Traffic Commute Time Index,33.94
Bulgaria,2021,Europe,Traffic Commute Time Index,29.39
Turkey,2021,Asia,Traffic Commute Time Index,44.64
Bosnia And Herzegovina,2021,Europe,Traffic Commute Time Index,25.89
Uruguay,2021,Americas,Traffic Commute Time Index,37.74
Costa Rica,2021,Americas,Traffic Commute Time Index,60.19
Mexico,2021,Americas,Traffic Commute Time Index,39.02
Georgia,2021,Asia,Traffic Commute Time Index,35.4
Ecuador,2021,Americas,Traffic Commute Time Index,39.57
Malaysia,2021,Asia,Traffic Commute Time Index,37
Serbia,2021,Europe,Traffic Commute Time Index,31.1
Jordan,2021,Asia,Traffic Commute Time Index,41.41
Kuwait,2021,Asia,Traffic Commute Time Index,33.72
Argentina,2021,Americas,Traffic Commute Time Index,43.16
Panama,2021,Americas,Traffic Commute Time Index,37.55
North Macedonia,2021,Europe,Traffic Commute Time Index,27.22
Ukraine,2021,Europe,Traffic Commute Time Index,37.9
Belarus,2021,Europe,Traffic Commute Time Index,30.05
Pakistan,2021,Asia,Traffic Commute Time Index,37.8
